#@ TextLoader{
#@   header+
#@   sep=comma
#@   col=Fecha:DT:0
#@   col=Features:R8:1-8
#@ }
Fecha,Temperatura_C_ZScore,Humedad_%_ZScore,Velocidad_Viento_kmh_ZScore,Precipitacion_mm_ZScore,Presion_hPa_ZScore,Tipo_de_Clima_Encoded_Double.Lluvioso,Tipo_de_Clima_Encoded_Double.Nublado,Tipo_de_Clima_Encoded_Double.Soleado
"2024-01-15T00:00:00.0000000Z",1.1882807127003971,0.68231087775555654,0.40790158272364563,1.7038855027411954,1.0014899167168387,0,0,1
"2024-01-16T00:00:00.0000000Z",1.1743066086175458,0.72779826960592697,0.64098820142287172,1.1359236684941303,0.99871485534383442,1,0,0
"2024-01-17T00:00:00.0000000Z",0.51463252277535454,1.0916974044088905,1.4567913668701629,1.7038855027411954,0.98800113625734265,1,0,0
"2024-01-18T00:00:00.0000000Z",0.74640990428747578,1.2129971160098783,1.2819764028457434,0,0.98551349195511373,1,0,0
"2024-01-19T00:00:00.0000000Z",0.97363097829978618,0.97039769280790267,0.40790158272364563,0,0.98781282852131735,0,0,1
"2024-01-20T00:00:00.0000000Z",1.446078839746104,1.3191343636607427,0.81580316544729126,1.7038855027411954,1.0037595204826173,0,0,1
"2024-01-21T00:00:00.0000000Z",0.93819243618316028,0.78844812540642095,1.5150630215449694,1.7038855027411954,1.0002213172320367,0,1,0
"2024-01-22T00:00:00.0000000Z",1.3925917517048449,0.72779826960592697,0.64098820142287172,0.56796183424706514,0.98633609943354006,1,0,0
"2024-01-23T00:00:00.0000000Z",0.57052893910676006,0.97326171377625925,0.75753151077248471,1.7038855027411954,1.0074067440014229,0,1,0
"2024-01-24T00:00:00.0000000Z",0.97363097829978618,0.78844812540642095,1.2237047481709369,0.56796183424706514,1.0146219035712343,0,1,0
"2024-01-25T00:00:00.0000000Z",1.1564775792704596,1.0613724765086436,0.8740748201220977,0,0.99507754275850369,0,0,1
"2024-01-26T00:00:00.0000000Z",1.0070992252813584,1.2129971160098783,0.64098820142287172,0.56796183424706514,0.98374934579656104,0,0,1
"2024-01-27T00:00:00.0000000Z",1.0919075810945256,0.75812319750617396,1.6316063308945825,1.7038855027411954,0.99397742914277698,0,1,0
"2024-01-28T00:00:00.0000000Z",0.66160154847430874,0.65198594985530955,1.0488897841465172,0,1.009468218164226,1,0,0
"2024-01-29T00:00:00.0000000Z",1.2952548887829147,1.1068598683590141,1.3402480575205498,1.1359236684941303,1.0064453834543465,0,0,1
"2024-01-30T00:00:00.0000000Z",1.1511770570321367,1.1675097241595078,0.46617323739845212,0.56796183424706514,0.99186640031259865,1,0,0
"2024-01-31T00:00:00.0000000Z",1.0605863133226174,1.2888094357604958,0.58271654674806517,0,1.0160788107920615,1,0,0
"2024-02-01T00:00:00.0000000Z",0.79845139535464649,0.65198594985530955,0.81580316544729126,0.56796183424706514,1.0143642193008837,0,1,0
"2024-02-02T00:00:00.0000000Z",1.0417935526594724,1.1675097241595078,0.64098820142287172,0,0.99373956673937658,0,1,0
"2024-02-03T00:00:00.0000000Z",0.97363097829978618,0.87942290910716181,0.9906181294717108,0,0.99364045740462648,0,1,0
"2024-02-04T00:00:00.0000000Z",0.56619214818449581,0.68231087775555654,1.0488897841465172,0.56796183424706514,0.99512709742587879,0,1,0
"2024-02-05T00:00:00.0000000Z",0.95168467460798234,1.1068598683590141,0.46617323739845212,1.1359236684941303,0.99597943770473008,0,0,1
"2024-02-06T00:00:00.0000000Z",0.92614579473242631,0.86426044515703826,0.69925985609767816,0,1.0104295787113027,0,0,1
"2024-02-07T00:00:00.0000000Z",1.2196019804723055,0.78844812540642095,0.52444489207325862,0,1.0052164277034445,0,1,0
"2024-02-08T00:00:00.0000000Z",0.42548737603992326,1.2129971160098783,0.29135827337403258,0,1.0096961696341515,0,0,1
"2024-02-09T00:00:00.0000000Z",1.0205914637061806,0.94007276490765568,0.46617323739845212,1.1359236684941303,1.0076842501387233,0,1,0
"2024-02-10T00:00:00.0000000Z",0.68521296571774737,0.87942290910716181,0.40790158272364563,1.1359236684941303,1.0180015318862146,1,0,0
"2024-02-11T00:00:00.0000000Z",1.0408298213434137,1.2736469718103722,0.75753151077248471,1.7038855027411954,0.9905086024265215,1,0,0
"2024-02-12T00:00:00.0000000Z",1.0538401941102062,0.97326171377625925,0.69925985609767816,0.56796183424706514,1.0047704356970688,1,0,0
"2024-02-13T00:00:00.0000000Z",0.94301109276345396,0.60649855800493913,0.29135827337403258,1.1359236684941303,0.97945791160187934,0,1,0
"2024-02-14T00:00:00.0000000Z",1.1584050419025769,0.95523522885777923,0.58271654674806517,0.56796183424706514,0.98795158158996765,1,0,0
"2024-02-15T00:00:00.0000000Z",0.66352901110642615,1.4101091473614835,0.75753151077248471,1.7038855027411954,1.0002609609659368,0,0,1
"2024-02-16T00:00:00.0000000Z",1.2306848906069807,0.69747334170568009,0.64098820142287172,0.56796183424706514,1.0051470511691194,1,0,0
"2024-02-17T00:00:00.0000000Z",0.97363097829978618,0.97039769280790267,0.46617323739845212,1.1359236684941303,0.9999933657621114,1,0,0
"2024-02-18T00:00:00.0000000Z",0.58883983411187568,0.9097478370074088,0.9906181294717108,0.56796183424706514,0.99538478169622924,1,0,0
"2024-02-19T00:00:00.0000000Z",0.89819758656672366,0.81877305330666783,1.2237047481709369,1.1359236684941303,0.99714892785478193,0,0,1
"2024-02-20T00:00:00.0000000Z",0.45873610644394897,0.60649855800493913,0.34962992804883908,0.56796183424706514,1.0145723489038592,0,1,0
"2024-02-21T00:00:00.0000000Z",1.0249282546284448,0.7732856614562974,0.52444489207325862,1.1359236684941303,0.99719848252215693,0,0,1
"2024-02-22T00:00:00.0000000Z",0.90108878051489971,1.4707590031619775,0.93234647479690425,1.1359236684941303,1.0183385036243651,0,1,0
"2024-02-23T00:00:00.0000000Z",1.2610424270628304,0.69747334170568009,1.4567913668701629,0.56796183424706514,1.0088735621557252,0,1,0
"2024-02-24T00:00:00.0000000Z",1.1198557892602283,0.81877305330666783,0.69925985609767816,1.7038855027411954,1.00554348850812,1,0,0
"2024-02-25T00:00:00.0000000Z",0.62835281807028298,0.9097478370074088,0.58271654674806517,0,0.98917062640739439,0,1,0
"2024-02-26T00:00:00.0000000Z",0.76182960534441524,0.87942290910716181,0.69925985609767816,1.7038855027411954,1.0102710037757023,0,0,1
"2024-02-27T00:00:00.0000000Z",0.97363097829978618,1.5010839310622244,1.2819764028457434,0.56796183424706514,0.99610827983990524,0,0,1
"2024-02-28T00:00:00.0000000Z",1.168042355063164,1.0310475486083965,0.40790158272364563,1.7038855027411954,0.98917062640739439,0,1,0
"2024-02-29T00:00:00.0000000Z",1.258151233114654,0.97039769280790267,1.5150630215449694,1.1359236684941303,1.006088589849246,1,0,0
"2024-03-01T00:00:00.0000000Z",1.2562237704825368,1.0916974044088905,0.93234647479690425,0,0.98724790531324147,1,0,0
"2024-03-02T00:00:00.0000000Z",0.9420473614473952,0.97326171377625925,0.40790158272364563,0.56796183424706514,0.99345214966860118,0,0,1
"2024-03-03T00:00:00.0000000Z",1.0509490001620301,0.97326171377625925,1.5150630215449694,0.56796183424706514,1.0009051716418127,1,0,0
"2024-03-04T00:00:00.0000000Z",1.2764621281197697,1.3342968276108662,0.58271654674806517,0.56796183424706514,1.0229867314241474,0,1,0
"2024-03-05T00:00:00.0000000Z",0.89048773603825393,1.1220223323091374,0.34962992804883908,0,0.99419546967922734,0,1,0
"2024-03-06T00:00:00.0000000Z",1.0552857910842943,1.2584845078602487,1.573334676219776,1.1359236684941303,0.99646507344500579,0,0,1
"2024-03-07T00:00:00.0000000Z",0.88518721379993093,1.1675097241595078,0.93234647479690425,0.56796183424706514,1.0082590842802743,0,1,0
"2024-03-08T00:00:00.0000000Z",0.83121826010064281,0.98556015675802611,0.34962992804883908,1.7038855027411954,0.98873454533449379,0,0,1
"2024-03-09T00:00:00.0000000Z",0.97529609185142085,0.75812319750617396,0.58271654674806517,0.56796183424706514,1.0053948245059947,0,1,0
"2024-03-10T00:00:00.0000000Z",0.79796952969661705,1.1220223323091374,1.2237047481709369,0.56796183424706514,1.0129568667474316,0,0,1
"2024-03-11T00:00:00.0000000Z",0.93241004828680807,0.71263580565580353,0.40790158272364563,0.56796183424706514,0.99796162439973313,1,0,0
"2024-03-12T00:00:00.0000000Z",0.97363097829978618,1.2888094357604958,0.34962992804883908,0.56796183424706514,1.0111728987219288,0,1,0
"2024-03-13T00:00:00.0000000Z",0.91795407854592737,0.80361058935654439,1.573334676219776,1.1359236684941303,1.0038883626177924,0,1,0
"2024-03-14T00:00:00.0000000Z",1.0716692234572924,0.74296073355605052,1.3985197121953563,1.7038855027411954,0.99375938860632673,0,0,1
"2024-03-15T00:00:00.0000000Z",0.822062812598085,0.62166102195506268,0.69925985609767816,1.1359236684941303,0.9990419161485099,0,0,1
"2024-03-16T00:00:00.0000000Z",0.96614064434886315,1.2888094357604958,1.5150630215449694,1.7038855027411954,0.99723812625605712,0,1,0
"2024-03-17T00:00:00.0000000Z",0.9974619121207714,0.72779826960592697,0.93234647479690425,0.56796183424706514,1.0001321188307617,0,0,1
"2024-03-18T00:00:00.0000000Z",1.0726329547733513,0.63682348590518612,0.46617323739845212,0,1.0025206537982403,0,1,0
"2024-03-19T00:00:00.0000000Z",0.9314463169707492,0.9097478370074088,0.52444489207325862,1.1359236684941303,1.0068319098598721,1,0,0
"2024-03-20T00:00:00.0000000Z",1.2253843683686578,0.98556015675802611,0.9906181294717108,0,1.0060489461153459,0,0,1
"2024-03-21T00:00:00.0000000Z",0.45777237512789026,0.71263580565580353,1.1071614388213238,1.1359236684941303,0.97690089076532527,0,1,0
"2024-03-22T00:00:00.0000000Z",1.6715919677038433,0.97326171377625925,1.6898779855693888,0.56796183424706514,1.0000429204294865,1,0,0
"2024-03-23T00:00:00.0000000Z",0.75363788915791619,0.62166102195506268,1.573334676219776,1.1359236684941303,0.98604868236276455,1,0,0
"2024-03-24T00:00:00.0000000Z",0.97363097829978618,0.68231087775555654,1.1654330934961303,0.56796183424706514,0.99826886333745868,0,1,0
"2024-03-25T00:00:00.0000000Z",0.7377363224429474,1.0158850846582732,0.81580316544729126,1.1359236684941303,0.99977532522566104,0,0,1
"2024-03-26T00:00:00.0000000Z",1.1188920579441697,1.3949466834113602,1.6898779855693888,0.56796183424706514,1.010677352048178,0,1,0
"2024-03-27T00:00:00.0000000Z",1.0302287768667677,1.0310475486083965,1.573334676219776,0.56796183424706514,1.0007069529723125,1,0,0
"2024-03-28T00:00:00.0000000Z",0.80712497719917486,0.98556015675802611,1.1654330934961303,1.7038855027411954,1.0035712127465919,0,1,0
"2024-03-29T00:00:00.0000000Z",1.2224931744204817,0.97039769280790267,0.93234647479690425,0.56796183424706514,1.0088636512222502,0,0,1
"2024-03-30T00:00:00.0000000Z",0.9242183321003089,0.7732856614562974,1.2237047481709369,1.7038855027411954,1.0131749072838818,1,0,0
"2024-03-31T00:00:00.0000000Z",1.0957625063587604,0.6671484138054331,1.1654330934961303,0.56796183424706514,0.99978523615913606,0,1,0
"2024-04-01T00:00:00.0000000Z",0.74255497902324097,1.1068598683590141,0.93234647479690425,0,1.0019359087232145,0,0,1
"2024-04-02T00:00:00.0000000Z",0.95650333118827602,1.3191343636607427,0.69925985609767816,0.56796183424706514,1.0011033903113131,1,0,0
"2024-04-03T00:00:00.0000000Z",0.97363097829978618,1.1523472602093845,1.3985197121953563,0,0.99562264409962964,0,0,1
"2024-04-04T00:00:00.0000000Z",1.1955086975708376,0.97326171377625925,0.40790158272364563,0,0.99338277313427603,1,0,0
"2024-04-05T00:00:00.0000000Z",1.0379386273952373,1.2584845078602487,1.1654330934961303,0.56796183424706514,0.9784866401213278,0,1,0
"2024-04-06T00:00:00.0000000Z",0.8557934086601402,0.97326171377625925,0.9906181294717108,0,0.99033020562397134,0,0,1
"2024-04-07T00:00:00.0000000Z",0.98011474843171453,0.81877305330666783,1.573334676219776,1.7038855027411954,0.98337273032451045,1,0,0
"2024-04-08T00:00:00.0000000Z",1.0114360162036227,1.2433220439101254,1.3402480575205498,1.1359236684941303,1.0134425024877074,0,0,1
"2024-04-09T00:00:00.0000000Z",1.0721510891153219,0.97326171377625925,0.69925985609767816,0.56796183424706514,1.0028675364698658,0,0,1
